tagID,tagValue
6546,power violence
6547,moshable death metal
6548,electric blues
6549,classic blues
6550,country blues
6551,boogie
6552,blues n boogie
6553,modern blues
6554,jam bands
6555,gutar
6556,eclectric blues
6557,blues guitar
6558,early rocknroll
6559,futuristic
6560,mainstream artists that actually experiment with different genres and succeed
6561,a decade of hits
6562,futuretina
6563,multiplatinum
6564,neoprogressive
6565,femme
6566,neoprog
6567,nice elevator music
6568,female-fronted
6569,gotanygoodmusic
6570,girl singer
6571,angelic voices
6572,female alternative
6573,spacerock
6574,ambient pop
6575,heavenly voices
6576,fav track of a band
6577,hey song youre so fucking cute
6578,vocalists i love
6579,love love love
6580,root blues
6581,steve stevens
6582,billy idol
6583,pat benatar
6584,john foxx
6585,asia
6586,dave stewart
6587,cathedral oceans
6588,alphaville
6589,ragtime
6590,1900s
6591,kim wilde
6592,dance electronic 80s
6593,scott joplin
6594,bozzio levin stevens
6595,tears for fears
6596,dream academy
6597,syntpop
6598,ladytron
6599,italo
6600,ministry
6601,shut it down
6602,jay sean
6603,victor coy
6604,microsoft
6605,bill gates
6606,legacy
6607,portal
6608,beyond
6609,song of the decade
6610,song of 2010
6611,got it on 8 track
6612,houston
6613,kick ass drummer
6614,jana hunter
6615,indian jewelry related project
6616,swans related project
6617,unexpected sweetaddy cover song
6618,title is a full sentence
6619,nancy sings
6620,8 track party tape
6621,houston to baltimore
6622,got the highlights 8 track
6623,i own this on vinyl
6624,got the quad 8 track
6625,houston psychedelic rock
6626,the greatest film-maker alive
6627,wesley-core
6628,real country
6629,bosnian folk music
6630,interview
6631,poetry reading
6632,cover tune
6633,the last of the great early experimental current 93 albums
6634,old school punk
6635,bliss blood
6636,todd rundgren cover
6637,shearwater related
6638,lisa germano
6639,one of the first albums i ever bought
6640,top ten of all time
6641,midwest
6642,diy
6643,skramz
6644,passionate hardcore
6645,aussie
6646,fockin cool
6647,i fucking love this vocal
6648,bossa no
6649,neo-classic
6650,favourite bands
6651,demais
6652,prog rock
6653,mars volta
6654,a blues prog rampage
6655,far better than the original
6656,fanfuckingtastic
6657,incoherent
6658,dissonance
6659,psych pop
6660,jerry cantrell
6661,swinguera
6662,bubblegum pop
6663,60s revival
6664,queercore
6665,gay pop
6666,50s revival
6667,77punk
6668,joey levine
6669,birp
6670,german-indie
6671,horror rock
6672,the best songs of the world
6673,sweet electronic
6674,iceland
6675,vocal femenino
6676,jovem
6677,brasil gospel
6678,nacional
6679,brazillian rock
6680,40 dias
6681,baruk
6682,fireflight
6683,recordist
6684,christian chick rock
6685,christian women
6686,danc
6687,latina
6688,musica
6689,espanhol
6690,ingles
6691,cantora
6692,i love this song
6693,oc remix
6694,concept album
6695,underground rap
6696,deutschrock
6697,rock mexicano
6698,latin ska punk
6699,john peel
6700,ritual ambient
6701,red hot chili peppers
6702,acoustic twee
6703,al green
6704,stevie wonder
6705,hymn
6706,rasta
6707,grand funk railroad
6708,the ascent of stan
6709,dont cry for me argentina
6710,haligh
6711,bate cabelo
6712,hidden gem
6713,one of their best
6714,wicked
6715,personal
6716,terribly beautiful
6717,5-star
6718,good memories
6719,b side
6720,5 stars
6721,loved at first listen
6722,should be played loudly
6723,powerfull
6724,strong lyrics
6725,the best of metallica
6726,harmony
6727,precision musicianship
6728,dreamlike
6729,personal favourites
6730,powerful lyrics
6731,classic blackmore
6732,personal meaning
6733,fucking brilliant
6734,hard as hell
6735,hande
6736,yener
6737,apayri
6738,albm
6739,kibir
6740,perfect lover
6741,why should i be sad
6742,amor meu
6743,best band in the fucking world
6744,leader
6745,civil rights movement
6746,funk-jazz
6747,neo-americana
6748,modal
6749,cutting edge
6750,contemporary jazz
6751,big band
6752,hard bop
6753,post bop
6754,organ trio
6755,electrorock
6756,jazz instrumental
6757,iraqi
6758,iraq
6759,latin jazz
6760,instrumental jazz
6761,arabic hip hop
6762,political hiphop
6763,arab rap
6764,basra
6765,sax
6766,tenor sax
6767,bk jackson
6768,julie london
6769,amr diab
6770,favs
6771,arabic pop
6772,lebanon
6773,marriage
6774,kathem
6775,aktari
6776,kadim
6777,nazzar al qibani
6778,carlos
6779,ex-love
6780,dulce maria
6781,american pop
6782,spanish e dance
6783,latin teen pop
6784,belinda
6785,universal music
6786,akon
6787,madge
6788,casi angeles
6789,teenpop
6790,undie rock
6791,swedishh
6792,rorck
6793,alternative e other
6794,indie rock e alternative
6795,dance party
6796,vampire weekend
6797,need to see live
6798,inspiration
6799,fantastic lyrics
6800,ongaku
6801,translation practice
6802,anime ost
6803,tchaikovsky
6804,demolition is my mcr favorite song
6805,its beauty n deep and sad
6806,great geass ed xd
6807,makes me cum
6808,terminator
6809,music for winter nights
6810,cock rock
6811,bergamo
6812,loved tracks
6813,omg this is so good
6814,god damn long names
6815,roque do demonho colorido
6816,hardcore do mato
6817,friendship
6818,aliens
6819,funny :d
6820,title is so true
6821,nfsu
6822,relaxing music
6823,classic jazz
6824,diana krall
6825,german synthpop
6826,reaggea
6827,roots reagge
6828,chimezia
6829,rootsreggae
6830,reggea
6831,back them x
6832,roots ragga
6833,femme fronted metal
6834,christian rock-pop
6835,nederlands
6836,birmingham
6837,charmed soundtrack
6838,nice female vocal
6839,rap-rock
6840,contemporary christian
6841,modern worship
6842,tranquill
6843,really talented female artist who doesnt rely on her sexuality to gain success
6844,all-female music group
6845,merge it already
6846,censors are lame
6847,floptastic
6848,really talented female artists who dont rely on their sexuality to gain success
6849,utada hikaru
6850,tana loves her so much she would eat her up alive
6851,trash
6852,flop diva
6853,wannabe singer
6854,fake hair
6855,deep ass voice
6856,czech
6857,so crappy i could die
6858,come my way
6859,penis
6860,made of so much win it hurts
6861,watermelon-watermelon-watermelon
6862,disuko
6863,in my fantasies i love you long time
6864,close your eyes and imagine
6865,optimistic view while experiencing pessimism
6866,makes my soul tremble
6867,rose
6868,swan
6869,words are useless
6870,sublime mix of feelings
6871,ahoy pirates have arrived
6872,vocal house
6873,electro-indie
6874,stockholm
6875,gotic
6876,tribal music
6877,great voices
6878,britsh
6879,bitpop
6880,jazz female vocalists
6881,ambient cello rock
6882,approfondire
6883,best unknown bands tracks to be observed
6884,orgasmo
6885,best songs of music i already own
6886,riascoltare
6887,blog
6888,olimpo dei migliori
6889,bunglish
6890,intense sadness
6891,things you should be ashamed of
6892,so-so
6893,semimerda
6894,best bass tracks
6895,songs to have sex to
6896,perfect music for sleeping
6897,zornish
6898,far ridere i polli
6899,rispolverare dal dimenticatoio
6900,good for sleeping
6901,horror soundtrack
6902,to download
6903,best drums tracks
6904,weird al originals
6905,laziness
6906,high grade media
6907,atlanta
6908,intelligent techno
6909,liquid apparatus
6910,citizengreen
6911,flexor81
6912,phylum sinter
6913,korg ds-10
6914,bitcrush
6915,mike cadoo
6916,tay0
6917,earstroke
6918,improvisational
6919,cevin key
6920,phil western
6921,the most music
6922,threv
6923,tricil
6924,peachtree industrial
6925,nophi
6926,sunmoon
6927,randomform
6928,best music
6929,daniel bedingfield
6930,tektonik
6931,indie-funkrock
6932,meat loaf
6933,teena marie
6934,westlife
6935,air supply
6936,meat loaf will fully smash you
6937,lyrical brilliance
6938,lisa stansfield
6939,cover version
6940,az yet
6941,flasdance
6942,western
6943,china
6944,group
6945,berep shows the love
6946,check
6947,mistagged artist
6948,mistagged track
6949,berep guest dj closedmouth 239645
6950,instrumental music that makes you feel-group tag radio
6951,i am a party girl here is my soundtrack
6952,berep guest dj closedmouth jfr
6953,heard on 30 jul 06 downtempo sampler radio
6954,gladys the tag
6955,out of order
6956,downtempo group favourites
6957,mooog sings
6958,downtempo custom
6959,boredoms-related
6960,9100
6961,8555
6962,yoshimi
6963,technical progressive death metal
6964,not math rock
6965,improvisation
6966,mistagged album
6967,8500
6968,bad stream
6969,9111
6970,9000
6971,wicked beat
6972,4700
6973,8888
6974,7100
6975,10101
6976,7800
6977,7500
6978,8600
6979,prog metal
6980,progressive melodic death metal
6981,gothenburg
6982,dunno
6983,insane keyboard player
6984,finnish death metal
6985,insane guitar player
6986,symphonic heavy metal
6987,prog heavy metal
6988,sturgiscore
6989,hardcore br00tal
6990,burns
6991,instrumental metal
6992,mindblowing
6993,sex for my ears
6994,sludge rock
6995,i had to change my pants after this song
6996,rnb remix
6997,angel
6998,perfectshotstv
6999,sxymodel
7000,thickgirl
7001,thickmodel
7002,sexyredbones
7003,sxyyellowbone
7004,cyber-core
7005,space music
7006,blyaaaaaaaaa ya ebal
7007,anal vocals
7008,anal destruction
7009,atheistic
7010,russian indie
7011,anti-church
7012,russian pop cover
7013,apocalypse
7014,new wave of swedish melodic death metal
7015,cyber-indie
7016,highest note of matthew bellamy
7017,psyshit
7018,chaikovsky
7019,gypsy punk
7020,dinking songs
7021,good cover
7022,muslum gurses
7023,agir abi
7024,pit10
7025,quran
7026,ottoman
7027,qari
7028,rahmanin bulbulleri
7029,kuran-i kerim
7030,tilavet
7031,islamic
7032,coran
7033,kari
7034,hatim
7035,egypt
7036,hafiz
7037,yasin suresi
7038,turkish classical
7039,kehf suresi
7040,le saint coran
7041,kelamullah
7042,holy quran
7043,saudi arabia
7044,dream trance
7045,morocco
7046,ilahi
7047,zikirli
7048,dhikr
7049,dhikirs
7050,zikirli ilahi
7051,hafez
7052,nebe suresi
7053,duha suresi
7054,albums i need
7055,albums i have
7056,love this girl
7057,autotuned
7058,assmo
7059,no homo
7060,grad school
7061,pennsylvania
7062,ex vaseline
7063,ex raychaelray
7064,cock n roll
7065,pro-negativity
7066,anti-positivity
7067,post-shit
7068,douche music
7069,dinky
7070,bros gone wild
7071,brodacious
7072,bro code
7073,bro-talk
7074,bromance
7075,ay ya ya
7076,piriguete
7077,best music of 2011
7078,pedro castro
7079,luxuria
7080,fun fun fun
7081,anette olzon
7082,the rasmus
7083,diablo
7084,outta my outta my head
7085,sharon
7086,keith caputo
7087,best album of 2011
7088,old school industrial
7089,marinha grande
7090,agrometal
7091,pimba
7092,fado
7093,german hip-hop
7094,drug
7095,lunic
7096,kaitee page
7097,sellaband
7098,tori amos
7099,song
7100,alanis morissette
7101,flyleaf
7102,metric
7103,apocalyptica
7104,pj harvey
7105,megan berson
7106,arcade fire
7107,company of thieves
7108,uh huh her
7109,vanderbilt
7110,ra ra riot
7111,acme studios
7112,yeah yeah yeahs
7113,versaemerge
7114,shannon wright
7115,kate bush
7116,dresden dolls
7117,bat for lashes
7118,the airborne toxic event
7119,blondie
7120,high energy
7121,blood red shoes
7122,lunik
7123,lovethief
7124,especial
7125,latin american
7126,the srokes
7127,strokes rule my life
7128,discoverockult
7129,getting over
7130,linger
7131,thought
7132,number one
7133,breakup
7134,crush on a friend
7135,what you do
7136,crush
7137,soulmate
7138,divorce
7139,finding your way
7140,pierre bouvier
7141,pete wentz
7142,uptempo
7143,uk pop
7144,uk indie
7145,pop indie
7146,macy gray
7147,cold play
7148,grupo
7149,sean paul
7150,cristina aguilera
7151,brithney spears
7152,cool jazz
7153,wes anderson
7154,instrumental funk
7155,danny check out
7156,tom sharpling
7157,earlie indie
7158,guitar blues
7159,bluesrock
7160,blues guitar women
7161,haterscanstfu
7162,fo real
7163,he gon find you
7164,hide ya kids hide ya wife
7165,climbin up yo windows
7166,friday
7167,fun fun fun fun
7168,robot unicorn attack
7169,free music worth paying for
7170,fun music
7171,soundtracks
7172,electro-dub experimentale
7173,neotraditional country
7174,anointed
7175,hated but rated
7176,tradtional country
7177,cheesy pop
7178,i like it but i dont know why
7179,hardcore country
7180,quality
7181,shockingly good
7182,best artist ever
7183,western swing
7184,good time music
7185,country to the core
7186,new-traditional country
7187,grand ole opry performer
7188,the word of god
7189,new traditional country
7190,genuine country
7191,foot tapping
7192,filth
7193,tease
7194,calippo
7195,90s childhood nostalgia
7196,rocking
7197,great rock-out song
7198,guilty tone deaf pleasure
7199,christian alternative rock
7200,dream-pop
7201,brit-pop
7202,space-rock
7203,math-rock
7204,noise-pop
7205,experemental
7206,castrato
7207,floor
7208,toes
7209,across
7210,jetpack music
7211,catwalk
7212,refreshing
7213,praise
7214,favorite male vocalist
7215,die aerzte
7216,die beste band der welt
7217,frenchcore
7218,billy talent
7219,straight line stitch
7220,him
7221,the dream
7222,in fear and faith
7223,female fronted band
7224,wi
7225,withered illusions
7226,acoustic session
7227,the lady is not for turning
7228,mingle rap
7229,post-grudge punk
7230,country-folk
7231,alternative indie
7232,unorthodox pop
7233,j rock
7234,oshare kei :
7235,visualkei
7236,visual kei n-n
7237,rock indie
7238,j rock plastic tree
7239,eletro
7240,rock japanese
7241,jrock kawaiii
7242,jpn
7243,j rock indie
7244,gt
7245,gothic japanese
7246,sww
7247,sdsd
7248,j rockock
7249,c-rock
7250,kih
7251,an cafe
7252,kj
7253,tdf
7254,ienfe
7255,j  rock
7256,fg
7257,love roger
7258,j-classic
7259,lindoo
7260,efuckkkkk
7261,dw
7262,iceland bjork
7263,ojsh
7264,fv
7265,incubus
7266,placebo feat david bowie
7267,jean- michele jarre
7268,jean-michele jarre
7269,bronski beat
7270,frauen und technik
7271,ladytronica
7272,relaxing muscles
7273,tangerine dream
7274,im morgengrauen alleine u-bahn fahren
7275,best croatian pop-rock band
7276,soul-pop
7277,d'n'b
7278,wide horizon
7279,inflight music
7280,peaceful ambient
7281,limehyperambient
7282,outer dimensions
7283,ambiofusion
7284,light ambient
7285,futureradio
7286,future structures
7287,sonicwire
7288,ambiolectronic
7289,subsonic harmonence
7290,deep electronic
7291,neoambient
7292,mind music
7293,eyes wide open
7294,catalan
7295,euskera
7296,orchestral metal
7297,metal opera
7298,cape verde
7299,pink floyd tribute
7300,nikki sixx
7301,hair and glam metal
7302,hair band
7303,saint of los angeles
7304,80s forever
7305,my gods
7306,80s rulez
7307,vince neil
7308,mick mars
7309,tommy lee
7310,motley
7311,too fast for love
7312,altar of the metal gods
7313,o-baby
7314,lovely hair metal
7315,vinnie vincent invasion
7316,nikki  post crue
7317,tracii guns
7318,hell
7319,true female rock
7320,post-thrash metal
7321,pokecore
7322,top christian
7323,diego 12
7324,jesus 12
7325,diego
7326,adoracao
7327,diego12
7328,cristian rock
7329,dieo 12
7330,perfecttt
7331,awesome voice
7332,rockstar
7333,lullabies
7334,rock e rock psicodlico
7335,rock psicodlico
7336,glorious tracks
7337,best mixes
7338,electronic junk punk
7339,mute records
7340,omgwtf
7341,exhilarating
7342,calming
7343,skate punk
7344,travis barker
7345,satine rock
7346,groundation
7347,the classic crime
7348,emo-metalcore
7349,matisyahu
7350,bullet for my valentine
7351,vogue cardiff
7352,kiss me baby
7353,mariage blanc
7354,pittsburgh
7355,delicious pastries
7356,olivia tremor control
7357,minneapolis
7358,snack music
7359,sleeping in the aviary
7360,beach boys
7361,new shouts
7362,oranger
7363,teenage beach sounds
7364,ringpop
7365,herman's hermits
7366,alex chilton
7367,satin gum
7368,the troggs
7369,harry nilsson
7370,elliott kozel
7371,fundip
7372,apples in stereo
7373,arm salad
7374,the gerbils
7375,big star
7376,meeting of important people
7377,sparklehorse
7378,ronettes
7379,urban winter
7380,donovan
7381,lateduster
7382,cepia
7383,space lasers
7384,philip glass
7385,fat kid wednesdays
7386,public pool
7387,marian
7388,walker art museum
7389,tarlton
7390,out for blood
7391,jt bates
7392,poor line condition
7393,huntley miller
7394,wimpy disco noodles
7395,moses
7396,brett bullion
7397,urban winter folk
7398,danceee
7399,brazilian electro
7400,eletrorock
7401,skyyyyyyyyyyyyy
7402,walter meego
7403,rycassssss
7404,baladinha de final de tarde
7405,dick man
7406,ricaaa
7407,deep cuts
7408,do0paunocu
7409,belissima
7410,loucuraaa
7411,artmaker
7412,traveca
7413,fucking perfect
7414,best of year
7415,really queen
7416,mumia
7417,tutancamon
7418,flop queen
7419,hora de ser mae
7420,cachorra do funk
7421,vagisa
7422,young diva
7423,nu rave
7424,deep techno
7425,minimal teccno
7426,progresive trance
7427,minimal house
7428,make me cry
7429,harmonic
7430,harp
7431,whisttling
7432,layne staley
7433,mark lanegan
7434,polish punk
7435,intelligent
7436,great music
7437,love japan
7438,tecktonik
7439,hc ljubav
7440,filmska muzika
7441,hc ljubaf
7442,hella diy
7443,favorite band
7444,indie-ish
7445,ambient folk
7446,my favorite song
7447,best song ever written
7448,rad cover
7449,best rapper alive
7450,artsy folk-punk
7451,chris cornell
7452,serj tankian
7453,dave grohl
7454,daniel johns
7455,wesley reid scantlin
7456,humberto gessinger
7457,selena gomez
7458,rolling stones
7459,keith richards
7460,videosex
7461,ex-yu
7462,five strings two fingers one asshole
7463,keef the human riff
7464,frusciantism
7465,john frusciante
7466,slowies
7467,collection
7468,debut album
7469,edit
7470,song with samples
7471,ztt
7472,liverpool
7473,trevor horn
7474,drum attix
7475,wishes he was brian wilson
7476,skits
7477,paola mirabella
7478,bete
7479,lunettes
7480,oculiste
7481,puzzola idiota
7482,antifolk
7483,freak-folk
7484,bossa
7485,post-folk
7486,vibey
7487,weird acoustic
7488,new american weird
7489,catania
7490,ethno-rock
7491,freak-pop
7492,pachamama
7493,subterra
7494,anzio
7495,freak folk tropicalia
7496,anti-anti-folk
7497,duckhead green
7498,rocketta
7499,tommy
7500,p-birdie
7501,honeybird
7502,ginobird
7503,buzz
7504,gardening
7505,lake
7506,bees
7507,pink lemonade
7508,snapple
7509,sticky sweet
7510,quemby
7511,pollock pines
7512,limone
7513,talia
7514,siculo
7515,carfagna
7516,catanese
7517,better than kmad
7518,vyjeta ropucha
7519,nice sword gandalf
7520,astroubrus worship
7521,home collection
7522,over 2000 listeners
7523,non melodic
7524,virgin metal
7525,maracaibo
7526,mujer de la nuche
7527,bond
7528,2 tone
7529,welsh
7530,jamaican
7531,f
7532,egyptian
7533,skeet surfing
7534,my loving
7535,punkwave
7536,minimal wave
7537,minimal synth
7538,baile melancolico
7539,french wave
7540,euro disco
7541,minimal elektro
7542,elektro punk
7543,katamari damacy
7544,she wants revenge
7545,information society
7546,synthtrial
7547,vnv nation
7548,visage
7549,russian synthpop
7550,mesh
7551,merge
7552,front 242
7553,sythpop
7554,depeche mode sounding
7555,emmon
7556,marsheaux
7557,parralox
7558,la roux
7559,good mood music
7560,good mood songs
7561,infatuation
7562,childhood memories
7563,breakup music
7564,breakup songs
7565,because sometimes i feel like a 13-year-old teenie bopper
7566,sometimes its just about the hot singer
7567,music by friends
7568,kate griffes
7569,corinne bailey rae
7570,dark songs
7571,unplugged
7572,the cardigans
7573,high school memories
7574,music that reminds me of friends
7575,edgard portela
7576,live in dublin
7577,raul midon
7578,andrea corr
7579,kt tunstall
7580,mana
7581,songs i can play
7582,ten feet high
7583,sexual
7584,young guns not young gunz wth
7585,letmelikeit
7586,lmli
7587,check out later
7588,rockford rock
7589,sugar pop punk
7590,chicago emo
7591,lifetimecore
7592,easygoing days
7593,nintendemo
7594,ride the bus
7595,hardmo
7596,emo hardcore
7597,oozing wave
7598,roselle hardcore
7599,spaztic hardcore
7600,pop singles
7601,pop covers
7602,jimi hendrix tracks
7603,60s favorites
7604,bahia
7605,ivete
7606,dalila
7607,dance disco eletronic pop jennifer lopez red one pittbull
7608,lixo
7609,piriquita
7610,infantil
7611,anos 80
7612,chingocore
7613,overrated hipster garbage
7614,i used to like this ultra shit band
7615,chugga chugga chugga
7616,black metal cabeza
7617,holy fucking shit i came in fucking buckets
7618,i came
7619,albentcore
7620,gabbacore
7621,nadacore
7622,holy dick everyone is going to fucking die
7623,gayest song ever
7624,mainstream music that doesnt suck
7625,sida
7626,caca
7627,babymaking music
7628,avoid this music at all costs
7629,pure perfect hate
7630,dat riff
7631,lolcore
7632,regressive post-metal
7633,post-music
7634,dat bass
7635,sellout
7636,lol sounds like joy division
7637,sida para portenos que no quieren viajar 2 km chotos para ver fueguitos artificiales y se quejan
7638,implying this is prog rock
7639,post-ironic beardcore
7640,burpcore
7641,four walls and adobe slabs for ma gurls
7642,elforrocore
7643,hangover
7644,fußball
7645,anti-messi
7646,flac
7647,corecore
7648,joa
7649,lapiz conciente
7650,rap dominicano
7651,elcriminal03
7652,vakero
7653,toxic crow
7654,lapiz conciente vakero hip hop latino toxic crow rap dominicano
7655,regueton
7656,polaco
7657,eldad
7658,for work
7659,tamir
7660,irish music
7661,motiv
7662,shoshi
7663,gadi1
7664,drive
7665,tango nuevo
7666,gibrishh
7667,north africa
7668,shine on you crazy diamond
7669,roger waters
7670,nature sounds
7671,easy rider
7672,para ensear en ingls
7673,beethoven
7674,joy division
7675,house society
7676,flirty
7677,europe
7678,cretu
7679,gay as hell
7680,alizee
7681,russian gay
7682,europa
7683,patricia kaas
7684,mylene farmer
7685,cinema bizarre
7686,deutschland
7687,eurobeat
7688,british 80s
7689,disco never dies
7690,dance mix
7691,tv themes
7692,audioslave
7693,the tea party
7694,dance with somebody
7695,dreams
7696,acid house
7697,marimba
7698,musica negra
7699,pacifico colombiano
7700,chaos
7701,indie sinewave brazil sao paulo
7702,recommended
7703,oriental rock
7704,quiet mellow tunes
7705,ompa
7706,recommended cell phone ring tone
7707,uber thoughts inducing
7708,driving music
7709,gypsyrock
7710,working music
7711,highschool music
7712,better than metallica
7713,melodia
7714,especiales
7715,the crow
7716,dimebag
7717,oldschool
7718,gordo wallas
7719,walas
7720,funniest dude ever
7721,cool as
7722,cover versions
7723,stupidly quick talking
7724,zorro musical
7725,mairead nesbitt
7726,musical theatre
7727,kabardino-balkaria
7728,sissel
7729,musical actress
7730,actor
7731,cho te nado
7732,the most talented singer
7733,alexander rybak
7734,secret garden
7735,double platinum
7736,beauty and the beast
7737,ensemble
7738,chastushki
7739,under 100 listeners
7740,power-pop
7741,child singer
7742,zorro
7743,mamma mia
7744,anuna
7745,pop-opera
7746,christmas carols
7747,operatic pop
7748,fucking lovez it
7749,007
7750,cornell
7751,aguilera
7752,yay obsession :d
7753,dick tracy
7754,remember the time
7755,christina
7756,afro-soul
7757,whistle
7758,depress
7759,tirar da fossa
7760,british soul
7761,sadness
7762,musicas lindas
7763,escuta isso por favor
7764,dupla
7765,pra acalmar
7766,enstrumental
7767,murat esmer
7768,turkish rock
7769,the ewox
7770,odtu
7771,depressed
7772,unrealistic phantom
7773,fight club
7774,etnik
7775,protest
7776,rust in peace
7777,rage
7778,turkish melancholy
7779,gerzek
7780,wolrd
7781,sensefield
7782,braid
7783,hot rod circuit
7784,hey mercedes
7785,the promise ring
7786,texas is the reason
7787,face to face
7788,lifetime
7789,samiam
7790,sunny day real estate
7791,the cars
7792,jimmy eat world
7793,the velvet underground
7794,one hit wonders
7795,deutsche welle
7796,girl punk
7797,female empowerment
7798,life of pain
7799,the fucking best
7800,good bands
7801,floating
7802,samba bucolic
7803,aussie rock
7804,brazilian indie rock
7805,baroque harmonic pop jams
7806,vintage pop
7807,just love it
7808,dj sets
7809,collie buddz  mamacita
7810,collie buddz
7811,male version
7812,pop-rap
7813,melodifestivalen
7814,daniela mercury
7815,south american
7816,music and lyrics :p
7817,one of the best songs in existence
7818,the greatest rock band of all time
7819,damn i love this fucking guy
7820,mr bad guy
7821,indonesia
7822,1920
7823,bandung
7824,drinking songs
7825,beer metal
7826,anarcopunk
7827,music to listen to by a forest river at night
7828,songs to beat someone
7829,songs i cannot live without
7830,too long but genious
7831,your ears will bleed
7832,crime against humanity
7833,cancer thats killing music
7834,musica catalana
7835,1966
7836,1965
7837,1967
7838,1964
7839,1968
7840,1963
7841,bach
7842,relax del chido
7843,debbie davies
7844,female blues vocalist
7845,blues women
7846,female blues
7847,jump
7848,blues harp
7849,pnk
7850,pittsburgh roots
7851,joanne shaw taylor
7852,guitar girl
7853,the who
7854,badfinger
7855,fsu
7856,the american milwaukee straightedge 2k10
7857,liam gallagher
7858,pl
7859,polski rap
7860,love forever
7861,polish rap
7862,summer 2010
7863,flo rida
7864,kocham
7865,polish hip-hop
7866,polski hip hop
7867,female rock
7868,ja tu tylko sprzatam
7869,ewa farna
7870,earth-shatteringly sexy music
7871,my favorite band
7872,sweeping
7873,text
7874,guter text
7875,breaking benjamin
7876,3 days grace
7877,movie soundtrack
7878,lyrical rock
7879,chevelle
7880,godsmack
7881,rishloo
7882,stone sour
7883,gute text
7884,staind
7885,red
7886,chorus
7887,good lyrics
7888,german rock
7889,12 stones
7890,soundgarden
7891,karlsruhe
7892,nachdenklich
7893,cool rock
7894,alter bridge
7895,perfect circle
7896,vocals
7897,trip lounge
7898,sneakers
7899,rap hip hop
7900,good old times
7901,lpa
7902,great memories with my siss
7903,tbu
7904,oh so catchy
7905,great memories with my geeem
7906,songs that remind me of summer 07-08
7907,these songs are just amazing
7908,great moments at et7
7909,songs i sing with my mom
7910,viaje de egresados
7911,heard live
7912,songs to make florchuchizz cry
7913,makes me smile like an idiot
7914,wake up song
7915,so gossip girl
7916,caaamiiiliiitaaa
7917,amazing music i listen to with my daddy
7918,this song hits really close to home
7919,best love song ever
7920,barney stinson get psyched mix
7921,sitar
7922,engrish
7923,tops
7924,depthcore
7925,inditronica
7926,critic
7927,politic
7928,indie metal
7929,pregressive house
7930,color
7931,cut off
7932,cuerdas
7933,distortion
7934,lo fi
7935,satanic
7936,anti-christian
7937,finish metal
7938,gods of metal
7939,avantgarde black metal
7940,french black metal
7941,atmosferic black metal
7942,polish metal
7943,monster metal
7944,devil music
7945,sweet country-folk ballad with  a tom waits twist
7946,great indie-rock track with strong vocals
7947,beautiful and haunting singer songwriter folk-pop track
7948,3 fat pills is an anthem of debauchery
7949,quebec
7950,francophone
7951,mc
7952,acoustic reggae
7953,pop with groove
7954,indie rock pop melodic francophone hooky catchy solid songwriting
7955,canadian folk pop singer songwriter rock acoustic
7956,excellente hymne a la vie et la nature
7957,excellente chanson sur la pate a dent
7958,gorgeous world pop track
7959,tribal womne of the amazon rocks my world
7960,cool mano negra cover
7961,one of the best songs ive heard
7962,killer rock song
7963,welsh indie rock in your face
7964,wales rocks
7965,fabulous melody in this indie rock gem
7966,hooky rock anthem of cynicism in the media
7967,absolute bomb rock-punk track
7968,the truth hurts and george bush sucks
7969,this song rocks
7970,indie pop beauty
7971,great pop with real soul
7972,tom waits takes a trip to the saguenay
7973,great indie-rock song
7974,what they worse live
7975,hipster garabe
7976,brothersport
7977,personal hero
7978,dream funk
7979,smooth funk flavored milkshake
7980,female singer songwriters
7981,girls with guitars
7982,girl rock
7983,chick rock
7984,feel like dancing
7985,furnoo lovers
7986,boy :d
7987,best rock
7988,jochos
7989,teen pop rock
7990,full
7991,ich liebe dich
7992,ja comi
7993,as i lay dying
7994,ghost brigade
7995,in mourning
7996,jams
7997,80s stuff
7998,reba mix
7999,oldie but goodie
8000,deeeva
8001,vocal couch
8002,hdk
8003,razorblade edge
8004,violet
8005,eve
8006,i want in my bed
8007,verynice
8008,k-dance
8009,so sexy
8010,nic
8011,bb
8012,k-rap
8013,asian pop
8014,hime
8015,korean hottie
8016,cutest thing ever
8017,best of all time
8018,best of 2011
8019,b
8020,princes
8021,dearly
8022,better than lady gaga but i love it too
8023,one by one
8024,we gonna love one another
8025,rare
8026,-q
8027,sunday morning
8028,calssico
8029,classico
8030,best single
8031,cody simpson
8032,miranda
8033,maite perroni
8034,warldof
8035,meester
8036,blair
8037,leighton
8038,gossip
8039,american single
8040,miranda cosgrove
8041,icarly
8042,energy pop
8043,beautiful woman
8044,simpson
8045,ride
8046,bumpy
8047,love generation
8048,nobody
8049,redone
8050,mohombi
8051,loser
8052,fail
8053,recalque
8054,neide
8055,neyde
8056,playbackney
8057,hiamfail
8058,lixototal
8059,best albums of 2008
8060,paula abdul
8061,lastfm
8062,alternative  punk
8063,klezmer
8064,electronicadance
8065,general alternative
8066,post-rockexperimental
8067,miscellaneous
8068,nu-post-awesomecore
8069,inconnu
8070,rockpop
8071,santa fe
8072,martian boogie
8073,hollywood star
8074,fire and the holy ghost
8075,they slew the dreamer
8076,jongleur music pictures
8077,jongleur music
8078,i give you praise
8079,he is god
8080,mlk
8081,dreamer
8082,santana
8083,r & b
