id,name,url,pictureURL,first_tag,second_tag,top_five_tags
9383,Slim Smith,http://www.last.fm/music/Slim+Smith,http://userserve-ak.last.fm/serve/252/21923173.jpg,2537,3854,move your body rocksteady skinhead reggae boss sound ska
9384,The Blues Busters,http://www.last.fm/music/The+Blues+Busters,http://userserve-ak.last.fm/serve/252/3734895.jpg,0,0,
9385,Evil Conduct,http://www.last.fm/music/Evil+Conduct,http://userserve-ak.last.fm/serve/252/18570449.jpg,0,0,
9386,Loikaemie,http://www.last.fm/music/Loikaemie,http://userserve-ak.last.fm/serve/252/24533499.jpg,0,0,
9387,The Pepper Pots,http://www.last.fm/music/The+Pepper+Pots,http://userserve-ak.last.fm/serve/252/474878.jpg,3859,0,ska rocksteady
9388,The Maytals,http://www.last.fm/music/The+Maytals,http://userserve-ak.last.fm/serve/252/330051.jpg,7530,0,jamaican
9389,8°6 Crew,http://www.last.fm/music/8%C2%B06+Crew,http://userserve-ak.last.fm/serve/252/4408115.jpg,0,0,
9390,Stomper 98,http://www.last.fm/music/Stomper+98,http://userserve-ak.last.fm/serve/252/10745051.jpg,0,0,
9391,Pat Kelly,http://www.last.fm/music/Pat+Kelly,http://userserve-ak.last.fm/serve/252/6188779.jpg,311,3854,reggae rocksteady
9392,Dr. Ring-Ding & The Senior Allstars,http://www.last.fm/music/Dr.%2BRing-Ding%2B%2526%2BThe%2BSenior%2BAllstars,http://userserve-ak.last.fm/serve/252/312937.jpg,265,9977,ska country: germany
9393,The Melodians,http://www.last.fm/music/The+Melodians,http://userserve-ak.last.fm/serve/252/9572.jpg,265,3854,ska rocksteady reggae jamaica jamaican
9394,The Versatiles,http://www.last.fm/music/The+Versatiles,http://userserve-ak.last.fm/serve/252/17921517.jpg,2537,3854,move your body rocksteady skinhead reggae early reggae boss sound
9395,The Silvertones,http://www.last.fm/music/The+Silvertones,http://userserve-ak.last.fm/serve/252/3326664.jpg,0,0,
9396,Edwyn Collins,http://www.last.fm/music/Edwyn+Collins,http://userserve-ak.last.fm/serve/252/37239761.png,24,134,pop singer-songwriter scottish mistagged track uk
9397,The Gutter Twins,http://www.last.fm/music/The+Gutter+Twins,http://userserve-ak.last.fm/serve/252/18782265.jpg,79,78,alternative alternative rock rock 00s indie
9398,The Divine Comedy,http://www.last.fm/music/The+Divine+Comedy,http://userserve-ak.last.fm/serve/252/10358.jpg,383,79,britpop alternative singer-songwriter indie pop love
9399,Kula Shaker,http://www.last.fm/music/Kula+Shaker,http://userserve-ak.last.fm/serve/252/2208073.jpg,383,73,britpop rock alternative rock uk musikfuerrundumdieuhr
9400,Brett Anderson,http://www.last.fm/music/Brett+Anderson,http://userserve-ak.last.fm/serve/252/2175128.jpg,81,127,indie seen live british male vocalists
9401,Mono Inc.,http://www.last.fm/music/Mono+Inc.,http://userserve-ak.last.fm/serve/252/45308117.jpg,7,231,gothic metal ballad depeche mode dad gothrock
9402,Peter Fox,http://www.last.fm/music/Peter+Fox,http://userserve-ak.last.fm/serve/252/12461287.jpg,30,0,german
9403,Jesus on Extasy,http://www.last.fm/music/Jesus+on+Extasy,http://userserve-ak.last.fm/serve/252/36206567.jpg,179,18,gothic electronic ebm industrial alternative rock
9404,Zeraphine,http://www.last.fm/music/Zeraphine,http://userserve-ak.last.fm/serve/252/81020.jpg,179,30,gothic german gothic metal gothic rock darkwave
9405,Joachim Witt,http://www.last.fm/music/Joachim+Witt,http://userserve-ak.last.fm/serve/252/2911187.jpg,0,0,
9406,End of Green,http://www.last.fm/music/End+of+Green,http://userserve-ak.last.fm/serve/252/49128873.jpg,7,1,gothic metal metal german gothic rock
9407,Manuel Antoni,http://www.last.fm/music/Manuel+Antoni,,0,0,
9408,mono inc. & lisa middelhauve,http://www.last.fm/music/mono%2Binc.%2B%2526%2Blisa%2Bmiddelhauve,,0,0,
9409,Transvision Vamp,http://www.last.fm/music/Transvision+Vamp,http://userserve-ak.last.fm/serve/252/380528.jpg,2158,16,alternative dance new wave female vocalists female dream pop
9410,Eisheilig,http://www.last.fm/music/Eisheilig,http://userserve-ak.last.fm/serve/252/2175302.jpg,1,7,metal gothic metal german gothic gothic rock
9411,The Dreamside,http://www.last.fm/music/The+Dreamside,http://userserve-ak.last.fm/serve/252/11966481.jpg,18,1465,electronic goth gothic metal female vocalists gothic
9412,Schock,http://www.last.fm/music/Schock,http://userserve-ak.last.fm/serve/252/60699017.gif,1,7,metal gothic metal german gothic gothic rock
9413,Karat,http://www.last.fm/music/Karat,http://userserve-ak.last.fm/serve/252/74063.jpg,30,0,german
9414,Manfred Mann,http://www.last.fm/music/Manfred+Mann,http://userserve-ak.last.fm/serve/252/27578049.png,192,689,classic rock oldies 60s 1960's blues
9415,The Butterfly Effect,http://www.last.fm/music/The+Butterfly+Effect,http://userserve-ak.last.fm/serve/252/35012207.jpg,72,73,hard rock rock alternative rock progressive rock triple j
9416,Baroness,http://www.last.fm/music/Baroness,http://userserve-ak.last.fm/serve/252/4936840.jpg,1,76,metal progressive metal post-rock post-hardcore instrumental
9417,Stone Gods,http://www.last.fm/music/Stone+Gods,http://userserve-ak.last.fm/serve/252/7643503.jpg,5532,0,the new wave of classic rock
9418,stonecollar,http://www.last.fm/music/stonecollar,http://userserve-ak.last.fm/serve/252/31101847.jpg,37,2503,groove heavy southern melodic hard rock guitar riffage
9419,Ірина Білик,http://www.last.fm/music/%D0%86%D1%80%D0%B8%D0%BD%D0%B0+%D0%91%D1%96%D0%BB%D0%B8%D0%BA,http://userserve-ak.last.fm/serve/252/2453836.jpg,0,0,
9420,Quentin Mosimann,http://www.last.fm/music/Quentin+Mosimann,http://userserve-ak.last.fm/serve/252/43526711.png,0,0,
9421,Natalia Oreiro,http://www.last.fm/music/Natalia+Oreiro,http://userserve-ak.last.fm/serve/252/52222875.png,7900,7901,good old times lpa great memories with my siss oh so catchy viaje de egresados
9422,Amanda Lepore,http://www.last.fm/music/Amanda+Lepore,http://userserve-ak.last.fm/serve/252/414994.jpg,8955,6270,slut wave nyc
9423,Patricia Kaas,http://www.last.fm/music/Patricia+Kaas,http://userserve-ak.last.fm/serve/252/2248186.jpg,24,30,pop german melancholic french romantic
9424,Крихітка,http://www.last.fm/music/%D0%9A%D1%80%D0%B8%D1%85%D1%96%D1%82%D0%BA%D0%B0,http://userserve-ak.last.fm/serve/252/34766787.jpg,0,0,
9425,Despina Vandi,http://www.last.fm/music/Despina+Vandi,http://userserve-ak.last.fm/serve/252/879341.jpg,39,24,dance pop house female vocalists techno
9426,Лама,http://www.last.fm/music/%D0%9B%D0%B0%D0%BC%D0%B0,http://userserve-ak.last.fm/serve/252/405188.jpg,828,0,ukrainian
9427,Danny Gokey,http://www.last.fm/music/Danny+Gokey,http://userserve-ak.last.fm/serve/252/43308445.jpg,306,778,male vocalists american idol american idol 8
9428,Alex Lambert,http://www.last.fm/music/Alex+Lambert,http://userserve-ak.last.fm/serve/252/43327877.png,0,0,
9429,Michael Johns,http://www.last.fm/music/Michael+Johns,http://userserve-ak.last.fm/serve/252/29685533.png,0,0,
9430,Matt Willis,http://www.last.fm/music/Matt+Willis,http://userserve-ak.last.fm/serve/252/38630035.png,109,195,pop rock british britpop pop happy
9431,Mackenzie 1st,http://www.last.fm/music/Mackenzie+1st,http://userserve-ak.last.fm/serve/252/291148.gif,0,0,
9432,Flotation Toy Warning,http://www.last.fm/music/Flotation+Toy+Warning,http://userserve-ak.last.fm/serve/252/148021.jpg,0,0,
9433,Moving Mountains,http://www.last.fm/music/Moving+Mountains,http://userserve-ak.last.fm/serve/252/60083335.jpg,33,87,experimental post-rock alternative rock indie instrumental
9434,Au4,http://www.last.fm/music/Au4,http://userserve-ak.last.fm/serve/252/54859851.jpg,815,0,post rock
9435,Ctrl-Alt-Delete,http://www.last.fm/music/Ctrl-Alt-Delete,http://userserve-ak.last.fm/serve/252/49909105.jpg,564,0,techno
9436,Chris Bathgate,http://www.last.fm/music/Chris+Bathgate,http://userserve-ak.last.fm/serve/252/17883069.jpg,134,292,singer-songwriter folk
9437,Todd Barry,http://www.last.fm/music/Todd+Barry,http://userserve-ak.last.fm/serve/252/20325843.jpg,0,0,
9438,Border Patrol,http://www.last.fm/music/Border+Patrol,http://userserve-ak.last.fm/serve/252/838544.jpg,1,265,metal ska ska metal
9439,Lights Out Asia,http://www.last.fm/music/Lights+Out+Asia,http://userserve-ak.last.fm/serve/252/5583033.jpg,87,385,post-rock shoegaze ambient electronic chillout
9440,The Helio Sequence,http://www.last.fm/music/The+Helio+Sequence,http://userserve-ak.last.fm/serve/252/4549383.jpg,84,18,indie rock electronic seen live
9441,Elvis Crespo,http://www.last.fm/music/Elvis+Crespo,http://userserve-ak.last.fm/serve/252/382624.jpg,0,0,
9442,Pedra,http://www.last.fm/music/Pedra,http://userserve-ak.last.fm/serve/252/44003341.jpg,0,0,
9443,Varias,http://www.last.fm/music/Varias,,0,0,
9444,Sonny Black & Frank White,http://www.last.fm/music/Sonny%2BBlack%2B%2526%2BFrank%2BWhite,http://userserve-ak.last.fm/serve/252/32841039.jpg,30,102,german hip-hop rap gangsta rap hip hop
9445,Pyranja,http://www.last.fm/music/Pyranja,http://userserve-ak.last.fm/serve/252/109760.jpg,30,127,german seen live german hiphop berlin
9446,Chakuza,http://www.last.fm/music/Chakuza,http://userserve-ak.last.fm/serve/252/2129808.jpg,103,304,rap hip hop
9447,Sookee,http://www.last.fm/music/Sookee,http://userserve-ak.last.fm/serve/252/47571913.jpg,30,71,german hiphop german hiphop berlin
9448,Kool Savas,http://www.last.fm/music/Kool+Savas,http://userserve-ak.last.fm/serve/252/3266736.jpg,30,127,german seen live german hiphop berlin
9449,The Rock,http://www.last.fm/music/The+Rock,http://userserve-ak.last.fm/serve/252/77459.jpg,0,0,
9450,Lili,http://www.last.fm/music/Lili,http://userserve-ak.last.fm/serve/252/100765.jpg,30,0,german
9451,Travie McCoy,http://www.last.fm/music/Travie+McCoy,http://userserve-ak.last.fm/serve/252/53824249.jpg,103,102,rap hip-hop male vocalists alternative rap 2010s
9452,Jan Delay,http://www.last.fm/music/Jan+Delay,http://userserve-ak.last.fm/serve/252/371714.jpg,85,311,funk reggae german house german hiphop
9453,Samy Deluxe,http://www.last.fm/music/Samy+Deluxe,http://userserve-ak.last.fm/serve/252/20380963.jpg,30,71,german hiphop german hiphop hamburg makes me cry
9454,Absolute Beginner,http://www.last.fm/music/Absolute+Beginner,http://userserve-ak.last.fm/serve/252/3414498.jpg,30,71,german hiphop german hiphop hamburg
9455,FILMharmonic Orchestra Prague,http://www.last.fm/music/FILMharmonic+Orchestra+Prague,http://userserve-ak.last.fm/serve/252/50915939.jpg,0,0,
9456,Israel Kamakawiwo'ole,http://www.last.fm/music/Israel+Kamakawiwo%27ole,http://userserve-ak.last.fm/serve/252/415133.jpg,185,292,acoustic folk dreamy chill zone pretty
9457,Dynamite Deluxe,http://www.last.fm/music/Dynamite+Deluxe,http://userserve-ak.last.fm/serve/252/11146343.jpg,0,0,
9458,Dale Schacker,http://www.last.fm/music/Dale+Schacker,http://userserve-ak.last.fm/serve/252/29188059.jpg,0,0,
9459,Bodo Wartke,http://www.last.fm/music/Bodo+Wartke,http://userserve-ak.last.fm/serve/252/17860.jpg,0,0,
9460,Das Bo,http://www.last.fm/music/Das+Bo,http://userserve-ak.last.fm/serve/252/167256.jpg,0,0,
9461,Azad,http://www.last.fm/music/Azad,http://userserve-ak.last.fm/serve/252/75449.gif,5071,30,german hiphop german hiphop hip-hop rap
9462,Russell Watson,http://www.last.fm/music/Russell+Watson,http://userserve-ak.last.fm/serve/252/39292619.png,0,0,
9463,Beginner,http://www.last.fm/music/Beginner,http://userserve-ak.last.fm/serve/252/77016.jpg,0,0,
9464,Curse,http://www.last.fm/music/Curse,http://userserve-ak.last.fm/serve/252/16997043.jpg,30,71,german hiphop german hiphop
9465,Grand Magus,http://www.last.fm/music/Grand+Magus,http://userserve-ak.last.fm/serve/252/46999651.png,380,0,heavy metal
9466,Joan Baez,http://www.last.fm/music/Joan+Baez,http://userserve-ak.last.fm/serve/252/18078.jpg,292,130,folk female vocalists singer-songwriter 60s classic rock
9467,Nara Leão,http://www.last.fm/music/Nara+Le%C3%A3o,http://userserve-ak.last.fm/serve/252/34918919.jpg,1598,426,bossa nova brazilian female vocalists brazil 60s
9468,Francisca Valenzuela,http://www.last.fm/music/Francisca+Valenzuela,http://userserve-ak.last.fm/serve/252/56772765.png,8302,520,riot grrl piano chile
9469,Griffin House,http://www.last.fm/music/Griffin+House,http://userserve-ak.last.fm/serve/252/2481556.jpg,134,292,singer-songwriter folk cesar mellow rock 90210
9470,Etana,http://www.last.fm/music/Etana,http://userserve-ak.last.fm/serve/252/39037519.png,0,0,
9471,Joan Baez & Bob Dylan,http://www.last.fm/music/Joan%2BBaez%2B%2526%2BBob%2BDylan,http://userserve-ak.last.fm/serve/252/314888.jpg,292,185,folk acoustic icon love
9472,8 Femmes,http://www.last.fm/music/8+Femmes,http://userserve-ak.last.fm/serve/252/29712747.jpg,0,0,
9473,Violeta Parra,http://www.last.fm/music/Violeta+Parra,http://userserve-ak.last.fm/serve/252/33994821.jpg,1905,292,poetry folk chile violeta devrim
9474,Ceumar,http://www.last.fm/music/Ceumar,http://userserve-ak.last.fm/serve/252/5973999.jpg,130,400,female vocalists brazil mpb brasil
9475,Judy Collins,http://www.last.fm/music/Judy+Collins,http://userserve-ak.last.fm/serve/252/36163839.jpg,1095,0,morning
9476,J. Tillman,http://www.last.fm/music/J.+Tillman,http://userserve-ak.last.fm/serve/252/18586607.jpg,0,0,
9477,Rosario Mena,http://www.last.fm/music/Rosario+Mena,http://userserve-ak.last.fm/serve/252/584660.jpg,0,0,
9478,Rose,http://www.last.fm/music/Rose,http://userserve-ak.last.fm/serve/252/2131117.jpg,130,134,female vocalists singer-songwriter french chanson francaise devrim
9479,Luz Casal,http://www.last.fm/music/Luz+Casal,http://userserve-ak.last.fm/serve/252/3892752.jpg,0,0,
9480,Milton Nascimento,http://www.last.fm/music/Milton+Nascimento,http://userserve-ak.last.fm/serve/252/614786.jpg,687,817,mpb brasil love male vocalists musica popular brasileira
9481,Tim and Eric,http://www.last.fm/music/Tim+and+Eric,http://userserve-ak.last.fm/serve/252/3611995.jpg,0,0,
9482,Buckethead,http://www.last.fm/music/Buckethead,http://userserve-ak.last.fm/serve/252/14437229.jpg,191,33,instrumental experimental progressive rock guitar virtuoso guitar
9483,Paul Gilbert,http://www.last.fm/music/Paul+Gilbert,http://userserve-ak.last.fm/serve/252/27566089.jpg,403,380,guitar virtuoso heavy metal pop hard rock symphonic rock
9484,Magnetic Man,http://www.last.fm/music/Magnetic+Man,http://userserve-ak.last.fm/serve/252/50154949.png,14,18,ambient electronic dub
9485,Beth Ditto,http://www.last.fm/music/Beth+Ditto,http://userserve-ak.last.fm/serve/252/57721033.png,18,105,electronic house female vocalists
9486,Natacha Atlas,http://www.last.fm/music/Natacha+Atlas,http://userserve-ak.last.fm/serve/252/44506751.png,144,299,arabic world world music
9487,Johanna Kurkela,http://www.last.fm/music/Johanna+Kurkela,http://userserve-ak.last.fm/serve/252/43071281.jpg,0,0,
9488,Birdy,http://www.last.fm/music/Birdy,http://userserve-ak.last.fm/serve/252/61520993.png,0,0,
9489,Ensemble,http://www.last.fm/music/Ensemble,http://userserve-ak.last.fm/serve/252/307114.jpg,0,0,
9490,Anika Moa,http://www.last.fm/music/Anika+Moa,http://userserve-ak.last.fm/serve/252/54954147.png,193,507,country nostalgic new zealand brooke fraser
9491,Diana Navarro,http://www.last.fm/music/Diana+Navarro,http://userserve-ak.last.fm/serve/252/27072679.jpg,0,0,
9492,Rosanna,http://www.last.fm/music/Rosanna,http://userserve-ak.last.fm/serve/252/16314691.png,0,0,
9493,Wild Beasts,http://www.last.fm/music/Wild+Beasts,http://userserve-ak.last.fm/serve/252/2566314.jpg,296,127,indie pop seen live new wave british male vocalists
9494,The Overtones,http://www.last.fm/music/The+Overtones,http://userserve-ak.last.fm/serve/252/57788791.png,0,0,
9495,Sunday Girl,http://www.last.fm/music/Sunday+Girl,http://userserve-ak.last.fm/serve/252/57212093.png,18,130,electronic female vocalists
9496,Benjamin Francis Leftwich,http://www.last.fm/music/Benjamin+Francis+Leftwich,http://userserve-ak.last.fm/serve/252/46012849.jpg,292,7585,folk letmelikeit
9497,Christian Walz,http://www.last.fm/music/Christian+Walz,http://userserve-ak.last.fm/serve/252/10267.jpg,0,0,
9498,Fenech-Soler,http://www.last.fm/music/Fenech-Soler,http://userserve-ak.last.fm/serve/252/51840753.jpg,0,0,
9499,Jai Paul,http://www.last.fm/music/Jai+Paul,http://userserve-ak.last.fm/serve/252/53875433.jpg,0,0,
9500,Mustafa Sandal,http://www.last.fm/music/Mustafa+Sandal,http://userserve-ak.last.fm/serve/252/55635833.png,144,3507,arabic turkish male vocalists 90s turkish pop
9501,Edvin Marton,http://www.last.fm/music/Edvin+Marton,http://userserve-ak.last.fm/serve/252/515188.jpg,191,539,instrumental classical violin arkadi
9502,Untouchable,http://www.last.fm/music/Untouchable,http://userserve-ak.last.fm/serve/252/21353867.jpg,315,990,asian korean
9503,Superbus,http://www.last.fm/music/Superbus,http://userserve-ak.last.fm/serve/252/13517.jpg,321,2964,french superbus female vocalists catchy world
9504,dragon ball z,http://www.last.fm/music/dragon+ball+z,http://userserve-ak.last.fm/serve/252/37983511.jpg,159,0,anime
9505,Move,http://www.last.fm/music/Move,http://userserve-ak.last.fm/serve/252/12927569.jpg,535,140,japanese j-pop
9506,周杰倫,http://www.last.fm/music/%E5%91%A8%E6%9D%B0%E5%80%AB,http://userserve-ak.last.fm/serve/252/47791051.png,134,167,singer-songwriter rnb sexy world asian
9507,Afshin,http://www.last.fm/music/Afshin,http://userserve-ak.last.fm/serve/252/337135.jpg,0,0,
9508,Najoua Belyzel,http://www.last.fm/music/Najoua+Belyzel,http://userserve-ak.last.fm/serve/252/54000443.jpg,321,130,french female vocalists sexy electronic pop
9509,Zero Assoluto,http://www.last.fm/music/Zero+Assoluto,http://userserve-ak.last.fm/serve/252/40251179.png,602,24,italian pop italian pop thalita
9510,Initial D,http://www.last.fm/music/Initial+D,http://userserve-ak.last.fm/serve/252/17323089.jpg,0,0,
9511,Etienne Daho,http://www.last.fm/music/Etienne+Daho,http://userserve-ak.last.fm/serve/252/7989993.jpg,321,25,french 80s
9512,Saurom,http://www.last.fm/music/Saurom,http://userserve-ak.last.fm/serve/252/41363151.jpg,292,821,folk medieval folk metal
9513,The Murmurs,http://www.last.fm/music/The+Murmurs,http://userserve-ak.last.fm/serve/252/36825967.jpg,79,81,alternative indie singer-songwriter fav songs
9514,Davut Güloğlu,http://www.last.fm/music/Davut+G%C3%BClo%C4%9Flu,http://userserve-ak.last.fm/serve/252/34775893.png,24,299,pop world turkish
9515,Killerpilze,http://www.last.fm/music/Killerpilze,http://userserve-ak.last.fm/serve/252/41003711.jpg,73,182,rock punk rock es pop mama emo
9516,Marius,http://www.last.fm/music/Marius,http://userserve-ak.last.fm/serve/252/35067945.jpg,0,0,
9517,The Kelly Family,http://www.last.fm/music/The+Kelly+Family,http://userserve-ak.last.fm/serve/252/337976.jpg,84,24,indie rock pop rock alternative singer-songwriter
9518,Stunt,http://www.last.fm/music/Stunt,http://userserve-ak.last.fm/serve/252/2930812.jpg,90,18,trance electronic dance
9519,B.o.B  ft. Hayley Williams,http://www.last.fm/music/B.o.B++ft.+Hayley+Williams,http://userserve-ak.last.fm/serve/252/58843145.jpg,0,0,
9520,Маша Фокина,http://www.last.fm/music/%D0%9C%D0%B0%D1%88%D0%B0+%D0%A4%D0%BE%D0%BA%D0%B8%D0%BD%D0%B0,http://userserve-ak.last.fm/serve/252/47135563.jpg,24,5101,pop masha fokina
9521,Алина Гросу,http://www.last.fm/music/%D0%90%D0%BB%D0%B8%D0%BD%D0%B0+%D0%93%D1%80%D0%BE%D1%81%D1%83,http://userserve-ak.last.fm/serve/252/55558817.jpg,0,0,
9522,Макс Барских,http://www.last.fm/music/%D0%9C%D0%B0%D0%BA%D1%81+%D0%91%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D1%85,http://userserve-ak.last.fm/serve/252/53614723.png,0,0,
9523,Наталья Могилевская,http://www.last.fm/music/%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D1%8F+%D0%9C%D0%BE%D0%B3%D0%B8%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F,http://userserve-ak.last.fm/serve/252/52197373.png,340,5111,female mogilevskaya
9524,REAL O,http://www.last.fm/music/REAL+O,http://userserve-ak.last.fm/serve/252/52197587.png,128,132,hit girls hot ballad real o
9525,Потап и Настя,http://www.last.fm/music/%D0%9F%D0%BE%D1%82%D0%B0%D0%BF+%D0%B8+%D0%9D%D0%B0%D1%81%D1%82%D1%8F,http://userserve-ak.last.fm/serve/252/60807121.png,0,0,
9526,Павел Зибров,http://www.last.fm/music/%D0%9F%D0%B0%D0%B2%D0%B5%D0%BB+%D0%97%D0%B8%D0%B1%D1%80%D0%BE%D0%B2,http://userserve-ak.last.fm/serve/252/384897.jpg,0,0,
9527,Raunchy,http://www.last.fm/music/Raunchy,http://userserve-ak.last.fm/serve/252/212535.jpg,1,370,metal metalcore industrial ultimate favorite future fusion metal
9528,Darkstar,http://www.last.fm/music/Darkstar,http://userserve-ak.last.fm/serve/252/16790355.jpg,18,14,electronic ambient dub just good music
9529,FaltyDL,http://www.last.fm/music/FaltyDL,http://userserve-ak.last.fm/serve/252/27545421.png,0,0,
9530,Autopilot Off,http://www.last.fm/music/Autopilot+Off,http://userserve-ak.last.fm/serve/252/132675.jpg,169,182,pop punk punk rock more plays please
9531,Element Eighty,http://www.last.fm/music/Element+Eighty,http://userserve-ak.last.fm/serve/252/2743043.jpg,177,1,nu metal metal hard rock rock alternative
9532,Gui Boratto,http://www.last.fm/music/Gui+Boratto,http://userserve-ak.last.fm/serve/252/23918829.jpg,34,18,minimal electronic techno minimal techno house
9533,The Legion of Doom,http://www.last.fm/music/The+Legion+of+Doom,http://userserve-ak.last.fm/serve/252/27599419.jpg,9309,0,rock me babe
9534,Dead and Divine,http://www.last.fm/music/Dead+and+Divine,http://userserve-ak.last.fm/serve/252/17759495.jpg,194,370,hardcore metalcore canadian southern rock
9535,Sydney,http://www.last.fm/music/Sydney,http://userserve-ak.last.fm/serve/252/254017.jpg,176,178,emo screamo canadian
9536,The Morning Of,http://www.last.fm/music/The+Morning+Of,http://userserve-ak.last.fm/serve/252/46599893.jpg,79,176,alternative emo piano rock indie
9537,The Holly Springs Disaster,http://www.last.fm/music/The+Holly+Springs+Disaster,http://userserve-ak.last.fm/serve/252/2588760.jpg,194,370,hardcore metalcore canadian southern rock
9538,Farewell to Freeway,http://www.last.fm/music/Farewell+to+Freeway,http://userserve-ak.last.fm/serve/252/341267.jpg,194,605,hardcore canadian screamo post-hardcore metalcore
9539,Boys Night Out,http://www.last.fm/music/Boys+Night+Out,http://userserve-ak.last.fm/serve/252/184830.jpg,176,178,emo screamo canadian riot boii
9540,Everlea,http://www.last.fm/music/Everlea,http://userserve-ak.last.fm/serve/252/22111.gif,73,79,rock alternative acoustic seen live
9541,Straight Reads The Line,http://www.last.fm/music/Straight+Reads+The+Line,http://userserve-ak.last.fm/serve/252/31098431.jpg,194,370,hardcore metalcore canadian
9542,Sonny Moore,http://www.last.fm/music/Sonny+Moore,http://userserve-ak.last.fm/serve/252/329341.jpg,185,187,acoustic electronica alternative rock
9543,Pereza,http://www.last.fm/music/Pereza,http://userserve-ak.last.fm/serve/252/3574252.jpg,238,0,sexy
9544,Omar A. Rodriguez-Lopez,http://www.last.fm/music/Omar+A.+Rodriguez-Lopez,http://userserve-ak.last.fm/serve/252/242684.jpg,83,533,jazz strings - organs  rubber wind psychedelic progressive rock psychosis
9545,Dhal,http://www.last.fm/music/Dhal,http://userserve-ak.last.fm/serve/252/94098.jpg,0,0,
9546,los ex,http://www.last.fm/music/los+ex,http://userserve-ak.last.fm/serve/252/4148121.jpg,5120,0,chilean rock
9547,Holy Molar,http://www.last.fm/music/Holy+Molar,http://userserve-ak.last.fm/serve/252/334273.jpg,33,67,experimental noise grindcore mathcore
9548,The Kilimanjaro Darkjazz Ensemble,http://www.last.fm/music/The+Kilimanjaro+Darkjazz+Ensemble,http://userserve-ak.last.fm/serve/252/17833191.jpg,33,83,experimental jazz electronic ambient check
9549,The Ganjas,http://www.last.fm/music/The+Ganjas,http://userserve-ak.last.fm/serve/252/222480.jpg,0,0,
9550,House of Low Culture,http://www.last.fm/music/House+of+Low+Culture,http://userserve-ak.last.fm/serve/252/290744.jpg,5118,0,gloom
9551,Hielo Negro,http://www.last.fm/music/Hielo+Negro,http://userserve-ak.last.fm/serve/252/2165165.jpg,0,0,
9552,夢中夢,http://www.last.fm/music/%E5%A4%A2%E4%B8%AD%E5%A4%A2,http://userserve-ak.last.fm/serve/252/35644683.png,0,0,
9553,Карандаш,http://www.last.fm/music/%D0%9A%D0%B0%D1%80%D0%B0%D0%BD%D0%B4%D0%B0%D1%88,http://userserve-ak.last.fm/serve/252/26279923.jpg,0,0,
9554,СД,http://www.last.fm/music/%D0%A1%D0%94,http://userserve-ak.last.fm/serve/252/4236977.jpg,0,0,
9555,AL Hammer,http://www.last.fm/music/AL+Hammer,http://userserve-ak.last.fm/serve/252/41926435.jpg,0,0,
9556,Смоки Мо,http://www.last.fm/music/%D0%A1%D0%BC%D0%BE%D0%BA%D0%B8+%D0%9C%D0%BE,http://userserve-ak.last.fm/serve/252/55487905.jpg,102,103,hip-hop rap russian underground hip-hop
9557,LiCK MY SCaRS,http://www.last.fm/music/LiCK+MY+SCaRS,http://userserve-ak.last.fm/serve/252/337415.jpg,0,0,
9558,MaryJane,http://www.last.fm/music/MaryJane,http://userserve-ak.last.fm/serve/252/10371959.jpg,0,0,
9559,Fireworks,http://www.last.fm/music/Fireworks,http://userserve-ak.last.fm/serve/252/54214687.jpg,169,206,pop punk <3
9560,A Loss For Words,http://www.last.fm/music/A+Loss+For+Words,http://userserve-ak.last.fm/serve/252/41829687.png,178,180,screamo post-hardcore pop punk <3
9561,Trash Talk,http://www.last.fm/music/Trash+Talk,http://userserve-ak.last.fm/serve/252/6248381.jpg,194,206,hardcore <3 punk
9562,The Years Gone By,http://www.last.fm/music/The+Years+Gone+By,http://userserve-ak.last.fm/serve/252/45599845.jpg,0,0,
9563,Ligeia,http://www.last.fm/music/Ligeia,http://userserve-ak.last.fm/serve/252/15000611.jpg,370,194,metalcore hardcore <3
9564,Just Surrender,http://www.last.fm/music/Just+Surrender,http://userserve-ak.last.fm/serve/252/38688007.jpg,176,169,emo pop punk alternative i hate you
9565,Daggermouth,http://www.last.fm/music/Daggermouth,http://userserve-ak.last.fm/serve/252/34030077.jpg,0,0,
9566,Cold World,http://www.last.fm/music/Cold+World,http://userserve-ak.last.fm/serve/252/34707083.jpg,0,0,
9567,Deny Everything,http://www.last.fm/music/Deny+Everything,http://userserve-ak.last.fm/serve/252/11002985.jpg,181,0,punk
9568,Heart To Heart,http://www.last.fm/music/Heart+To+Heart,http://userserve-ak.last.fm/serve/252/49361357.jpg,0,0,
9569,MyChildren MyBride,http://www.last.fm/music/MyChildren+MyBride,http://userserve-ak.last.fm/serve/252/45637751.png,370,1975,metalcore brutal
9570,Another Breath,http://www.last.fm/music/Another+Breath,http://userserve-ak.last.fm/serve/252/2429115.jpg,0,0,
9571,Jungle Fever,http://www.last.fm/music/Jungle+Fever,http://userserve-ak.last.fm/serve/252/478729.jpg,0,0,
9572,Man Overboard,http://www.last.fm/music/Man+Overboard,http://userserve-ak.last.fm/serve/252/56366745.png,169,0,pop punk
